NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents
NCT04452877,A Study of Dabrafenib in Combination With Trametinib in Chinese Patients With BRAF V600E Mutant Metastatic NSCLC,https://clinicaltrials.gov/study/NCT04452877,,COMPLETED,The purpose of this study is to evaluate the safety and efficacy of dabrafenib in combination with trametinib in Chinese patients with BRAF V600E mutation-positive metastatic Non-Small Cell Lung Cancer. The general study design has been discussed and agreed with Chinese Health Authority and is applying a similar design used for global pivotal phase II study (BRF113928).,NO,"Carcinoma, Non-Small-Cell Lung",DRUG: Dabrafenib|DRUG: Trametinib,"Overall Response Rate (ORR), central independent review assessed by RECIST v1.1, Overall Response Rate is defined as the percentage of participants with a confirmed complete response (CR) or partial response (PR) by central independent review as per RECIST v1.1 criteria, From baseline until disease progression, death, lost to follow-up or withdrawal of consent, whichever occurs first, assessed up to approximately 12 months from treatment initiation","Overall response rate (ORR), investigator assessed by RECIST v1.1, ORR is defined as the percentage of participants with a confirmed complete response (CR) or partial response (PR) by investigator assessment as per RECIST 1.1 criteria, From baseline until disease progression, death, lost to follow-up or withdrawal of consent, whichever occurs first, assessed up to approximately 12 months from treatment initiation|Progression Free Survival (PFS), investigator assessed by RECIST v1.1, PFS is defined as the interval between first dose and the earliest date of disease progression or death due to any cause. PFS will be assessed via local review according to RECIST 1.1., From baseline until disease progression or death due to any cause, whichever occurs first, assessed up to approximately 12 months from treatment initiation|Duration of Response (DoR), investigator assessed by RECIST v1.1, DoR is defined for the subset of participants with confirmed CR or PR, as the time from first documented evidence of CR or PR until time of first documented disease progression according to RECIST v1.1 per local review or death due to any cause, From first documented response until first documented progression or death due to any cause, whichever occurs first, assessed up to approximately 12 months from treatment initiation|Overall Survival (OS), OS is defined as the time from first dose until death due to any cause, From baseline until death due to any cause, assessed up to approximately 33 months from treatment initiation|Trough concentration of dabrafenib, Mean trough concentration will be calculated at each timepoint, Pre-dose sample at visits week 3, 6 and 12|Trough concentration of dabrafenib metabolites (hydroxy-dabrafenib, and desmethyl-dabrafenib), Mean trough concentration will be calculated at each timepoint, Pre-dose sample at visits week 3, 6 and 12|Trough concentration of trametinib, Mean trough concentration will be calculated at each timepoint, Pre-dose sample at visits week 3, 6 and 12|Mean change from baseline in the European Quality of Life (EuroQol)- 5 Dimensions, 5 Level Questionnaire (EQ-5D-5L) score, EQ-5D-5L is a standardized measure to assess the overall health-related quality of life in patients., From baseline, every 3 weeks until end of treatment (up to approximately 32 months after treatment initiation)|Mean change from baseline in the European Organization for Research and Treatment of Cancer core quality of life questionnaire (EORTC QLQ-C30) score, EORTC-QLQ-C30 is a 30-item questionnaire developed to assess the quality of life of cancer patients., From baseline, every 3 weeks until end of treatment (up to approximately 32 months after treatment initiation)|Mean Change from Baseline in the European Organization for Research and Treatment of Cancer lung cancer specific module (EORTC QLQ-LC13) score, EORTC QLQ-LC13 is a 13-item lung cancer specific questionnaire., From baseline, every 3 weeks until end of treatment (up to approximately 32 months after treatment initiation)|Number of patients with Adverse Events (AEs) and Serious Adverse Events (SAEs), Safety profile of dabrafenib in combination with trametinib. Incidence of Adverse Events and Serious Adverse events, including abnormal laboratory values or test results., From baseline until end of study, assessed up to approximately 33 months from treatment initiation",,Novartis Pharmaceuticals,,ALL,"ADULT, OLDER_ADULT",PHASE2,40,INDUSTRY,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,CDRB436ECN01,2020-08-19,2024-11-07,2024-11-07,2020-07-01,,2025-02-11,"Novartis Investigative Site, Harbin, Heilongjiang, 150081, China|Novartis Investigative Site, Changsha, Hunan, 410013, China|Novartis Investigative Site, Chengdu, Sichuan, 610041, China|Novartis Investigative Site, Hangzhou, Zhejiang, 310003, China|Novartis Investigative Site, Hangzhou, Zhejiang, 310022, China|Novartis Investigative Site, Beijing, 100036, China|Novartis Investigative Site, Guangzhou, 510060, China|Novartis Investigative Site, Shanghai, 200032, China",
