NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents
NCT04648189,Cetuxibab to Reduce Circulating Tumor Cells in Early Stage NSCLC,https://clinicaltrials.gov/study/NCT04648189,,WITHDRAWN,Cetuximab to reduce the amound of circulating tumor cells in early stage NSCLC,NO,Lung Cancer|Surgery|Circulating Tumor Cell,DRUG: Cetuximab,"reduction of circulating tumor cells, The primary objective of this study is to determine whether a single neoadjuvant dose of cetuximab (anti-EGFR mAb) - administered 72 to 48 hours prior to surgery - will reduce the number of CTCs in patients. The reduction of CTCs will be expressed in percentage as more or less than 50% changed from baseline., From date of registration until CTC measurement at 3 months after surgery.","the reduction of CTC's in percentage as a continuous variable, the reduction of CTC's in percentage as a continuous variable will be assesed, From date of registration until CTC measurement at 3 months after surgery.|plasma ability killing tumor cells, the concentration of plasma who have the ability to inhibit growth in patients treated with cetuximab, ADCP and/or ADCC of tumor cells by cytotoxic immune effector cells, From date of registration until CTC measurement at 3 months after surgery.|disease free survival, Although this study is not powered for disease free survival, we will conduct follow-up of all the patients in order to get preliminary information about potential clinical efficacy, From date of surgery to until the date of first documented progression or date of death from any cause.|safety, Safety and toxicity will also be studied. All adverse events and SUSARS will be scored using the common Terminology Criteria for Adverse Events (CTCAE)., From date of registration until CTC measurement at 3 months after surgery.",,The Netherlands Cancer Institute,Dutch Cancer Society,ALL,"ADULT, OLDER_ADULT",PHASE2,0,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,M20EGF,2022-01-01,2022-09-19,2022-09-19,2020-12-01,,2023-10-19,"Amsterdam UMC - VUMC, Amsterdam, Netherlands|Leiden University Medical Center, Leiden, Netherlands",
