NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents
NCT01470716,Neoadjuvant Erlotinib for Operable Stage II or IIIA NSCLC With EGFR Mutations,https://clinicaltrials.gov/study/NCT01470716,,UNKNOWN,This study examines preoperative Erlotinib in patients with operable stage II and IIIA Non-small-cell lung cancer (NSCLC) harboring EGFR mutations.,NO,"NSCLC Stage II|NSCLC, Stage IIIA",DRUG: Erlotinib,"Progression-Free survival, Progression free survival will be calculated from the date of study treatment start to the first objective documentation of progressive disease or to the date of death, whichever occurs first., every 8 week","Response rate, The response rate will be determined by the number of patients with complete and partial responses according to RECIST criteria 1.1, every 4 weeks|Overall Survival Rate, Survival time will be calculated from the date of study treatment start to the date of death.( or date last seen ), every 3months, until death|Toxicity profile, Safety will be evaluated by the frequency, severity, and relationship of adverse event graded by NCI Common Toxicity Criteria version 4.0 that occur during the treatment and follow up periods., Every 4 weeks",,"National Cancer Center, Korea",Hoffmann-La Roche,ALL,"ADULT, OLDER_ADULT",PHASE2,26,OTHER_GOV,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,NCCCTS-11-561,2012-01,2021-12-31,2022-06-30,2011-11-11,,2022-04-06,"National Cancer Center, Goyang-si, Gyeonggi-do, 410-769, Korea, Republic of",
