NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents
NCT06547203,"Cetuximab, Irinotecan, Toripalimab in RAS/BRAF Wild-type Ultraselected Right-sided Colorectal Cancer Study",https://clinicaltrials.gov/study/NCT06547203,,RECRUITING,The objective of this clinical trial is to evaluate the efficacy and safety of cetuximab combined with PD-1 inhibitor and irinotecan in negative ultraselection RAS/BRAF wild-type refractory right-sided metastatic colorectal cancer.,NO,Colorectal Cancer Metastatic,DRUG: Cetuximab|DRUG: Toripalimab|DRUG: Irinotecan,"Objective Response Rate, The proportion of patients who have achieved partial response (PR) plus complete response (CR), as assessed by the investigator using RECIST v1.1 criteria, Assessed after every 4 cycles (each cycle is 14 days) for up to 24 months","Disease Control Rate, The proportion of patients who have achieved complete response (CR), partial response (PR), or stable disease (SD) following treatment initiation., Assessed after every 4 cycles (each cycle is 14 days) for up to 24 months|Duration of Response, Length of time from the initial detection of a measurable response (complete response or partial response) to the treatment until the first documentation of disease progression or recurrence, Assessed after every 4 cycles (each cycle is 14 days) for up to 24 months|Progression-Free Survival, The length of time from the start of treatment until the disease progresses or the patient dies from any cause, whichever occurs first., Assessed up to 24 months|Overall Survival, Defined as the time from the start of study treatment to death due to any cause, Assessed throughout the study duration (5 years)|Adverse events (Treatment-related), Assessment of adverse events and their severity according to NCI CTCAE version 5.0 criteria., Assessed throughout the study duration (5 years)",,Sun Yat-sen University,,ALL,"ADULT, OLDER_ADULT",PHASE2,34,OTHER,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,CITRUS,2024-07-18,2026-07-30,2029-07-30,2024-08-09,,2024-08-09,"Sun Yat-sen University Cancer Center, Guangzhou, Guangdong, 510060, China",
