NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents
NCT02140333,Erlotinib 100mg or 150mg in Treating EGFR Mutated NSCLC,https://clinicaltrials.gov/study/NCT02140333,,UNKNOWN,The purpose of this study is to determine whether 100mg erlotinib had similar effect compared with 150mg erlotinib in NSCLC patients with EGFR mutation in China.,NO,NSCLC|EGFR Mutation,DRUG: Erlotinib,"Progression free survival, 2 years after the initial dose","The objective response rate, Patients will be followed for an expected average of 6 months","Overall survival, 3 year after the initial dose|Adverse events, 1 year",The First Affiliated Hospital of Guangzhou Medical University,,ALL,"ADULT, OLDER_ADULT",PHASE3,220,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,FAHG20130819|GZMC201301,2013-08,2018-08,2018-12,2014-05-16,,2015-02-12,"Guangzhou medical university, Guanzhou, Guangdong, 510120, China",
