NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents
NCT05985954,Open-label Phase 1b Study of Ulixertinib and Cetuximab or Ulixertinib in Combination with Cetuximab and Encorafenib in Patients with Unresectable or Metastatic Colorectal Cancer Who Have Previously Received EGFR or BRAF-directed Therapy,https://clinicaltrials.gov/study/NCT05985954,,RECRUITING,To find the recommended dose of ulixertinib that can be given in combination with cetuximab and/or encorafenib to patients with unresectable/metastatic CRC and who have received EGFR or BRAF-directed therapy in the past.,NO,Metastatic Colorectal Cancer,DRUG: Cetuximab|DRUG: Ulixertinib|DRUG: Encorafenib,"Incidence of Adverse Events, Graded According to National Cancer Institute Common Terminology Criteria for Adverse Events (NCI CTCAE) Version (v) 5.0, through study completion; an average of 1 year",,,M.D. Anderson Cancer Center,"BioMed Valley Discoveries, Inc|Eli Lilly and Company",ALL,"ADULT, OLDER_ADULT",PHASE1,27,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-0254|NCI-2023-06254,2024-01-18,2028-03-28,2028-03-28,2023-08-14,,2024-09-19,"M D Anderson Cancer Center, Houston, Texas, 77030, United States",
